activo;fecha;lugar;cantidad;precio al momento de adquisicion;valor;protocolo;identificador
AURA;2024-12-29T08:11:08+00:00;arbitrum one;0.14964073351979476;0.358470816095669;0.05364183586599536;aura-finance;421610x3ee95df7dfb12a183ef7ccb408e320a6a909561fe8da5408b3897ebd336b5420
BAL;2024-12-29T08:13:45+00:00;gnosis;0.011006381438760338;2.43743194053363;0.026827305668530938;aura-finance;1000x1b893594e20a78c79a30daadaa1f1652b0cde7239c766364ade38c0e25447875
AURA;2024-12-29T08:13:45+00:00;gnosis;0.011893406337556516;0.358470816095669;0.004263439075981286;aura-finance;1000x1b893594e20a78c79a30daadaa1f1652b0cde7239c766364ade38c0e25447875
AURA;2024-12-29T08:13:45+00:00;gnosis;0.0110125995098498;0.358470816095669;0.003947695533630622;aura-finance;1000x1b893594e20a78c79a30daadaa1f1652b0cde7239c766364ade38c0e25447875
BAL;2024-12-29T08:13:45+00:00;gnosis;0.008548156761144765;2.43743194053363;0.020835550322302752;aura-finance;1000x1b893594e20a78c79a30daadaa1f1652b0cde7239c766364ade38c0e25447875
AURA;2024-12-29T08:13:45+00:00;gnosis;0.009237068728092034;0.358470816095669;0.0033112195652909345;aura-finance;1000x1b893594e20a78c79a30daadaa1f1652b0cde7239c766364ade38c0e25447875
AURA;2024-12-29T08:13:45+00:00;gnosis;0.008839489678651;0.358470816095669;0.003168699078975267;aura-finance;1000x1b893594e20a78c79a30daadaa1f1652b0cde7239c766364ade38c0e25447875
wstETH;2024-12-29T08:18:30+00:00;gnosis;0.003920464931474928;3823.15681344303;14.988552214632833;curve;1000xddb76e3fa4c99843d9b2a2d25fcba467f624954ae804092f4423dc4f8364aa45
BAL;2024-12-30T07:51:53+00:00;arbitrum one;0.14600709792694253;2.48350697;0.3626096453710343;aura-finance;421610x11eb91308432ff8a6a0ff516020105796cb89e44dda1c0af786e727f7fdcc871
AURA;2024-12-30T07:51:53+00:00;arbitrum one;0.1465431299404267;0.368956321251169;0.05406801412745188;aura-finance;421610x11eb91308432ff8a6a0ff516020105796cb89e44dda1c0af786e727f7fdcc871
AURA;2024-12-30T07:51:53+00:00;arbitrum one;0.11234677236006967;0.368956321251169;0.04145105183441382;aura-finance;421610x11eb91308432ff8a6a0ff516020105796cb89e44dda1c0af786e727f7fdcc871
BAL;2024-12-30T07:51:53+00:00;arbitrum one;0.07419245587975509;2.48350697;0.18425748129878924;aura-finance;421610x11eb91308432ff8a6a0ff516020105796cb89e44dda1c0af786e727f7fdcc871
AURA;2024-12-30T07:51:53+00:00;arbitrum one;0.07446483668914876;0.368956321251169;0.027474272207397406;aura-finance;421610x11eb91308432ff8a6a0ff516020105796cb89e44dda1c0af786e727f7fdcc871
AURA;2024-12-30T07:51:53+00:00;arbitrum one;0.06998942321213576;0.368956321251169;0.025823040114840788;aura-finance;421610x11eb91308432ff8a6a0ff516020105796cb89e44dda1c0af786e727f7fdcc871
BAL;2024-12-30T07:51:53+00:00;arbitrum one;0.04777472801035441;2.48350697;0.1186488700035694;aura-finance;421610x11eb91308432ff8a6a0ff516020105796cb89e44dda1c0af786e727f7fdcc871
AURA;2024-12-30T07:51:53+00:00;arbitrum one;0.0479501221111389;0.368956321251169;0.017691500657670146;aura-finance;421610x11eb91308432ff8a6a0ff516020105796cb89e44dda1c0af786e727f7fdcc871
BAL;2024-12-30T07:54:10+00:00;gnosis;0.00659869044309703;2.42350549816579;0.015991962569539706;aura-finance;1000x9d876288111c8bbfe624ff6e21b6dd8537403a58892949134bc3d99b34f673ca
AURA;2024-12-30T07:54:10+00:00;gnosis;0.007061610214131831;0.368956321251169;0.0026054257267157602;aura-finance;1000x9d876288111c8bbfe624ff6e21b6dd8537403a58892949134bc3d99b34f673ca
AURA;2024-12-30T07:54:10+00:00;gnosis;0.006644960868491466;0.368956321251169;0.0024517003168965843;aura-finance;1000x9d876288111c8bbfe624ff6e21b6dd8537403a58892949134bc3d99b34f673ca
BAL;2024-12-30T07:54:10+00:00;gnosis;0.058054537707729455;2.42350549816579;0.1406954913281555;aura-finance;1000x9d876288111c8bbfe624ff6e21b6dd8537403a58892949134bc3d99b34f673ca
AURA;2024-12-30T07:54:10+00:00;gnosis;0.06212725388299833;0.368956321251169;0.022922243042108468;aura-finance;1000x9d876288111c8bbfe624ff6e21b6dd8537403a58892949134bc3d99b34f673ca
AURA;2024-12-30T07:54:10+00:00;gnosis;0.06930178497533133;0.368956321251169;0.025569331640637787;aura-finance;1000x9d876288111c8bbfe624ff6e21b6dd8537403a58892949134bc3d99b34f673ca
wstETH;2024-12-30T10:59:40+00:00;gnosis;0.000834965880693343;3838.05894571851;3.2046482677648194;curve;1000xb5f804213759db6fc7bff0d9c8255d605324f8ef879db8134d826902ab9bb95e
